"","...1","Category","ProductName","Reviewer","Review","TypeOfReviewer","ReviewDate","Rating"
"1332",1332,"mens shorts","legendary whitetails men's","john j. gilluly","        i did a lot of research on different websites looking for a vest that i could wear while ranching, fishing, or just for casual wear. needless to say, prices vary considerably but not necessarily commensurate with quality. i initially found this vest on legendary whitetails' website and was impressed by its looks, style  and functionality. when i finally pulled the trigger to purchase it, to my dismay it was sold out in my size. however, i found the same, exact vest available on amazon in my size (l) and immediately bought it.when i received the vest, i was very pleased to see that its style, appearance and quality met, if not exceeded my expectations. with its flannel lining, it's comfortable and warm but not too heavy. i'm 6' and weigh 175 lbs. and typically wear a size large in most apparel. from a sizing standpoint, i would say that this vest fits true to size (always a concern when ordering online).in summary, i am very pleased with this vest. really good quality at a very fair price.  ","verified purchase","2021-12-10",5
"1333",1333,"mens shorts","legendary whitetails men's","amazon customer","        zipper is not very robust.  ","verified purchase","2021-04-10",4
"1334",1334,"mens shorts","legendary whitetails men's","pastor b","        this vest is well made and functional!  ","verified purchase","2023-12-02",5
"1335",1335,"mens shorts","legendary whitetails men's","leah blaydon","        bought for my husbeast this christmas. he loves it! says it's warmer than the heated vest he already had, and he wears it everywhere.  i'm surprised it hasn't been worn to bed. he's obsessed with pickets, and this has enough to keep him happy. good fit. he probably could have used an xl, but the 2x fits nicely over a jacket, and doesn't look ridiculous without.  ","verified purchase","2024-02-13",5
"1336",1336,"mens shorts","legendary whitetails men's","ben","      je suis camionneur et chauffeur de taxi. vêtement de qualité et confortable    ","verified purchase","2022-04-21",5
"1337",1337,"mens shorts","legendary whitetails men's","bret flanagan","        it is the smallest xxl that i have purchased.  ","verified purchase","2024-01-09",4
"1338",1338,"mens shorts","legendary whitetails men's","clément champagne","      acheter pour le travail mes tellement bien fait que je porte presque toujours les poches sont très bien faite pratique y’en n’a en masse très très pratique je recommande vraiment 🏻    ","verified purchase","2021-05-16",5
"1339",1339,"mens shorts","legendary whitetails men's","danny crabtree","        comfortable, good layer for chilly days.  runs a tad small, imo.  ","verified purchase","2024-01-16",4
"1340",1340,"mens shorts","legendary whitetails men's","james e. moore","        i needed a carpenter vest and i was surprised. this is nice enough to wear out with my good clothes!it's warm and pockets a plenty inside and out. i would buy again.  ","verified purchase","2023-12-01",4
"1341",1341,"mens shorts","legendary whitetails men's","aldo","        quality was good fit was good.  ","verified purchase","2023-12-04",5
"1342",1342,"mens shorts","legendary whitetails men's","jjm","        a quality vest…better than expected! given as a gift and was a big hit! will get one for myself soon.  ","verified purchase","2024-01-29",5
"1343",1343,"mens shorts","legendary whitetails men's","jimm","        extremely nice.really great shipping. great product. great pricei'm a carhartt man 55 year's but they didn't have what i wanted in size and color. so i gave this a try. light weight. very good fit. nice design. i would recommend it. im still a carhartt man and always will be. but this is a really nice vest.  ","verified purchase","2022-11-14",5
"1344",1344,"mens shorts","legendary whitetails men's","chris greeley","        the vest fits great, however it does not seem sturdy quality, i suppose time will tell. the worst thing about this order when the vest arrived dirty (seems to be dried mud/dirt)-inside the plastic bag it came shipped in.  ","verified purchase","2024-01-10",2
"1345",1345,"mens shorts","legendary whitetails men's","raikou239","        this vest is real nice for the money in my opinion.  plenty of pockets, the upper chest ones are a little on the tiny side but fit my earbuds case just fine or some chapstick type of thing. the inside chest pockets are nice, one has a zipper and the other is velcro. - my only complaint on the whole vest is that the velcro is a little too strong (this will of course weaken over time), i feel the need to hold carefully onto both sides of the velcro so as to not rip it off the flannel lining that it is attached to. the lining by the way looks great and makes for a warm vest. definitely reccomend it to someone looking for a brown vest to add to their wardrobe.  ","verified purchase","2022-12-13",5
"1346",1346,"mens shorts","legendary whitetails men's","tonesw6","        bad fit, very small. cheaply made ,poor value.  ","verified purchase","2023-05-13",2
"1347",1347,"mens shorts","legendary whitetails men's","michael mccarthy","        it's a great looking vest. the problem it's not great for working outside. the fabric is not very tough and within a week it already got a rip by one of the pockets.  ","verified purchase","2023-12-17",3
"1348",1348,"mens shorts","legendary whitetails men's","kindle customer","        my husband wears this almost daily. looks nice, warm layer, great pockets.  ","verified purchase","2024-01-28",5
"1349",1349,"mens shorts","legendary whitetails men's","amazon customer","        was advertised as 3x big and tall (bt) but when it arrive it was only 3x “tall”. also item bag was torn and garment was spiked with something and an area was discoloured may or may not wash out.  ","verified purchase","2023-08-21",2
"1350",1350,"mens shorts","legendary whitetails men's","pam hahn","        the is a really nice vest. looks great and fits perfect. the only negative i have is the inside lining at the bottom is poorly fit in the back. it is bunched up. it doesn’t really show so i’m keeping it and will live with it. if not for that i’d give it five stars.  ","verified purchase","2023-11-25",3
